nombre,nif,tipo,n_concesiones,importe_total_eur,ultima_concesion,territorio,ultima_convocatoria,temas
"ASOCIACION COMEDOR SOCIAL EL PROPOSITO","G56546930","Asociación/Fundación","1","9910","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"AOSCIACION DE FIBROMIALGIA Y FATIGA CRONICA","G06506653","Asociación/Fundación","1","9782","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION BENEFICA GERIATRICA","G80645179","Asociación/Fundación","1","9750","2026-04-29","CASTILLA-LA MANCHA","Resolución de publicación de créditos para 2026, de las subv","inclusión social"
"FEDERACION ESPAÑOLA DE ENFERMEDADES RARAS (FEDER)","G91018549","Asociación/Fundación","1","9707","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE CELIACOS DE EXTREMADURA","G06201875","Asociación/Fundación","1","9611","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FEDERACION EXTREMEÑA ASOCIACIONES PERSONAS SORDAS","G10262186","Asociación/Fundación","1","9604","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE FAMILIAS VALDOCO AFAVAL","G06585707","Asociación/Fundación","1","9569","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE ALCOHOLICOS REHABILITADOS EXTREMEÑOS","G06031496","Asociación/Fundación","1","9455","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ADABA -  ASOC. DE DEF. AUDITIVOS DE BADAJOZ","G06202816","Asociación/Fundación","1","9398","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FUNDACION LA GRAN COMPAÑIA","G23946247","Asociación/Fundación","1","9398","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE PERSONA CON DISC PSICA Y PSIQUIC ALBURQUERQUE","G06248934","Asociación/Fundación","1","9308","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE NIÑOS FELICES DE EXTREMADURA","G06741086","Asociación/Fundación","1","9250","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOC. GITANA SANTA MARTA DE LOS BARROS","G06666416","Asociación/Fundación","1","9227","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"INCLUSIVES PLENA INCLUSION VILLANUEVA DE LA SERENA","G06016125","Asociación/Fundación","1","9214","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"APROSUBA-1","G06016687","Asociación/Fundación","1","9141","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FEDESAEX","G10449171","Asociación/Fundación","1","9113","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DOY-DAS","G06634158","Asociación/Fundación","1","9075","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FUNDACION TRIANGULO","G81393548","Asociación/Fundación","1","8885","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE MUJERES MALVALUNA","G10124253","Asociación/Fundación","1","8714","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"NUEVO HOGAR BETANIA","G72222078","Asociación/Fundación","1","8714","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION ALCOHOLICOS REHABILITADOS EXTREMEÑOS TALAVERA LA REAL","G06734404","Asociación/Fundación","1","8657","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"PLENA INCLUSION MERIDA","G06014716","Asociación/Fundación","1","8543","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"GRUPO VOLUNTARIADO ENTRE TODOS","G06690614","Asociación/Fundación","1","8461","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION SINDROME DE DOWN DE BADAJOZ","G06623292","Asociación/Fundación","1","8405","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION ELA EXTREMADURA","G06722003","Asociación/Fundación","1","8316","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ACCU EXTREMADURA-ASOC. ENFERMOS DE CROHN Y COLITIS ULCEROSA","G06277909","Asociación/Fundación","1","8223","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ANTAREX, ASOCIACION DE OCIO PARA PERSONAS CON D.I.","G06057236","Asociación/Fundación","1","8117","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"INSTITUTO ROMANO PARA ASUNTOS SOCIALES Y CULTURALES","G58209594","Asociación/Fundación","1","8031","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"SOCIEDAD PELEÑA DE MINUSVALIDOS SOPEMI","G06020135","Asociación/Fundación","1","7949","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOC. EXTREMEÑA TRASPLANTADOS -ASEXTRAS-","G06495949","Asociación/Fundación","1","7835","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE VECINOS NTRA. SRA. DE LA ASUNCION","G06019889","Asociación/Fundación","1","7792","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE PERSONAS CON DISCAPACIDAD ASPERDIS","G06552491","Asociación/Fundación","1","7717","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"DOWN MERIDA-ASOCIACION SINDROME DE DOWN DE EXTREMADURA","G06631618","Asociación/Fundación","1","7402","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION CULTURAL INCLUSIVA DE EXTREMADURA","G22485205","Asociación/Fundación","1","7290","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION PARALITICOS CEREBRALES PROVINCIA DE BADAJOZ","G06014047","Asociación/Fundación","1","7026","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION ZAFRA SOLIDARIA","G06627426","Asociación/Fundación","1","6835","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ADISER HORIZONTES","G06324925","Asociación/Fundación","1","6835","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ADIFUAL","G44725331","Asociación/Fundación","1","6739","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION BATIYE","G02917565","Asociación/Fundación","1","6632","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACIÓN EXTREMEÑA DE FIBROSIS QUÍSTICA","G10159937","Asociación/Fundación","1","6320","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"CONGREGACION NTRA SRA DE LA CARIDAD DEL BUEN PASTOR","R0600349E","Entidad religiosa/social","1","6168","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE ALCOHOLICOS REHABILITADOS EXTREMEÑOS","G06057780","Asociación/Fundación","1","6151","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION FAMILIARES Y ENFERMOS DE PARKINSON DE ALMENDRALEJO","G06588883","Asociación/Fundación","1","5864","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOC DE FIBROMIALGIA Y FATIGA CRONICA DE OLIVENZA","G06505572","Asociación/Fundación","1","5704","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION MI VUELO ASI","G21686985","Asociación/Fundación","1","5645","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION TDAH TIERRA DE BARROS","G06711675","Asociación/Fundación","1","5639","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ALCER BADAJOZ","G06017362","Asociación/Fundación","1","5355","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION EQUIPO SOLIDARIDAD SIN ANIMO DE LUCRO","G06241012","Asociación/Fundación","1","5331","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ALREX VILLANUEVA DE LA SERENA","G06033526","Asociación/Fundación","1","5194","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE DISCAPACITADOS CRISTO DE LA REJA","G06406813","Asociación/Fundación","1","5188","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION PONTE MIS ZAPATOS","G24932618","Asociación/Fundación","1","5000","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"EMERITEA ASOCIACION DE FAMILIAS DEL TEA DE MERIDA","G06713036","Asociación/Fundación","1","4998","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FEDERACION EXTREMEÑA ASPACE","G06323034","Asociación/Fundación","1","4913","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"RED HUMANIZAR","G09982760","Asociación/Fundación","1","4870","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"AOCD ASOCIACION OLONTENSE CONTRA LA DROGA","G21192000","Asociación/Fundación","1","4812","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FEDERACIÓN AUTISMO EXTREMADURA","G01913169","Asociación/Fundación","1","4767","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION CLUB DE OCIO KOALA","G06261457","Asociación/Fundación","1","4343","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE DISMINUIDOS PSIQUICOS SAN VICENTE ADISANVI","G06352090","Asociación/Fundación","1","4229","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"VOCES AMIGAS DE ESPERANZA VOADES","G73904336","Asociación/Fundación","1","3930","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FEXAF","G06632475","Asociación/Fundación","1","3928","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE FAMILIARES DE ENFERMOS DE ALZHEIMER","G06293427","Asociación/Fundación","1","3837","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOC. ESCLEROSIS MULTIPLE EXTREMADURA","G10454445","Asociación/Fundación","1","3834","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE LARINGECTOMIZADOS DE EXTREMADURA","G06146930","Asociación/Fundación","1","3674","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACIÓN DE FIBROMIALGIA Y FATIGA CRÓNICA DE PERSONAS AFECTADAS Y FAMILIARES DE LLERENA (AFIBROLLE","G56395783","Asociación/Fundación","1","3624","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE PADRES PARA LA NORMALIZACION E INTEGRACION ESCOLAR","G06243331","Asociación/Fundación","1","3480","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DE INMIGRANTES VEGAS BAJAS","G06576557","Asociación/Fundación","1","3332","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FUNDACION ODONTOLOGICA SOLIDARIA","G81833667","Asociación/Fundación","1","3281","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION CENTROS CULTURAL POPULAR PROMOCION DE LA MUJER","G06023394","Asociación/Fundación","1","3152","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACIÓN EXTREMEÑA DE PADRES QUE HAN PERDIDO HIJOS ""POR ELLOS""","G06558084","Asociación/Fundación","1","3138","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOC.FAMILIARES DE ALZHEIMER TIERRA DE BARROS","G06340293","Asociación/Fundación","1","2898","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION PROGRESO INMIGRANTE","G06577555","Asociación/Fundación","1","2779","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION FAMILIARES DE PERSONAS CON ALZHEIMER Y OTRAS DEMENCIAS DE JEREZ Y COMARCA SIERRA SUROESTE","G06724686","Asociación/Fundación","1","2332","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION DEPORTIVA AJOBLANCO","G06373351","Asociación/Fundación","1","2179","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"CLUB DE AJEDREZ MAGIC","G06352660","Asociación/Fundación","1","2141","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION CULTURAL SAMBRONA","G06591317","Asociación/Fundación","1","2036","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACIÓN BANCA ÉTICA DE BADAJOZ","G06427058","Asociación/Fundación","1","1730","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION JUVENIL CULTURAL BARBUQUEJO","G06331029","Asociación/Fundación","1","1656","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"AFIJER","G06603666","Asociación/Fundación","1","1156","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION CORAZONEX SOLIDARIOS DE EXTREMADURA","G10579407","Asociación/Fundación","1","1133","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOCIACION PROTECTORA DE PERSONAS MINUSVALIDAD PSIQUICA APROSUBA-14","G06216840","Asociación/Fundación","1","991","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"ASOC. DOWN ZAFRA. ASOC. SÍNDROME DOWN EXTREMADURA","G06624951","Asociación/Fundación","1","626","2026-04-29","DIPUTACIÓN PROV. DE BADAJOZ","CONVOCATORIA DE SUBVENCIONES DE LA  DIPUTACIÓN DE BADAJOZ DE","acción social"
"FEDERACION PERSONAS SORDAS DE CANTABRIA","G39529631","Asociación/Fundación","3","166600","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"FUNDACION JOSE LUIS DIAZ","G39219217","Asociación/Fundación","2","220966","2026-04-28","CANTABRIA","Decreto 26/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"FUNDACION AMIGO - S.O.A.M","G81454969","Asociación/Fundación","2","150400","2026-04-28","CANTABRIA","Decreto 26/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"FUNDACION DIAGRAMA-INTERVENCION PSICOSOCIAL","G73038457","Asociación/Fundación","2","142534","2026-04-28","CANTABRIA","Decreto 26/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"FEDERACION CANTABRA DE PERSONAS CON DISCAPACIDAD F","G39261763","Asociación/Fundación","1","177800","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"FUNDACION SINDROME DE DOWN DE CANTABRIA","G39041397","Asociación/Fundación","1","146800","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"FUNDACION CENTRO DE SOLIDARIDAD DE CANTA","G39323456","Asociación/Fundación","1","76700","2026-04-28","CANTABRIA","Decreto 26/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC CANTABRA DE ATENCION A LA PARALISIS- ASPACE","G39043054","Asociación/Fundación","1","55300","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC CANTABRA DE ENFERMEDADES NEUROMUSCULARES","G39563853","Asociación/Fundación","1","44470","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC DISCAPACITADOS DE CASTRO URDIALES, ADICAS","G39453303","Asociación/Fundación","1","41800","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC PLENA INCLUSION CANTABRIA (ASOC DE ENTIDADES","G39479795","Asociación/Fundación","1","34000","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC PARA EL APOYO A LA INFANCIA Y JUVENTUD CON TR","G39579065","Asociación/Fundación","1","29300","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC CANTABRA DE ENFERMOS DE FIBROMIALGIA","G39488168","Asociación/Fundación","1","29300","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC CANTABRA DE ESCLEROSIS MULTIPLE","G39370663","Asociación/Fundación","1","24900","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC CANTABRA DE ESCLEROSIS LATERAL AMIOTROFICA CA","G39853395","Asociación/Fundación","1","20000","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC DEL COMITE AUTONOMICO DE ENTIDADES DE REPRESE","G39505631","Asociación/Fundación","1","19700","2026-04-28","CANTABRIA","Decreto 29/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOC PRO MINUSVALIDOS PSIQUICOS DE CUENCA APROMIPS","G16137531","Asociación/Fundación","1","2000","2026-04-28","CUENCA","DESARROLLO DEL PROGRAMA DE INCLUSIÓN SOCIAL Y PARTICIPACIÓN ","inclusión social"
"ASOC MONTAÑESA DE AYUDA AL TOXICOMANO DE","G39049366","Asociación/Fundación","2","41400","2026-04-27","CANTABRIA","Decreto 27/2026, de 23 de abril, por el que se conceden de f","tercer sector"
"ASOCIACIÓN RED ESPAÑOLA DE PADRES Y MADRES SOLIDARIOS","G14982292","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"FUNDACIÓN DON BOSCO SALESIANOS SOCIAL","G14522171","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. PRO INMIGRANTES DE CÓRDOBA","G14365654","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. DE ALLEGADOS Y PERSONAS CON ENFERMEDAD MENTAL DE CÓRDOBA","G14312623","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. CORDOBESA DE DAÑO CEREBRAL- ACODACE","G14883532","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ALCER CÓRDOBA","G14047146","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. AUTISMO CÓRDOBA","G14426597","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. BANCO DE ALIMENTOS MEDINA AZAHARA","G14654735","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ACPACYS","G14028658","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
"ASOC. CORDOBESA DE FIBROMIALGIA Y SÍNDROME DE FATIGA CRÓNICA (ACOFI Y SFC)","G14563704","Asociación/Fundación","2","12000","2026-04-27","CÓRDOBA","BASES REGULADORAS Y CONVOCATORIA DE SUBVENCIONES, EN RÉGIMEN","voluntariado"
